ClaimNum,CatastropheCode,RiskDescription, Claim Cost ,CurrencyDesc,LossDate
1667,2025 Feb flooding,Houseowners Combined,450000.00,PULA,2/19/2025
1668,2025 Feb flooding,Houseowners Combined,27940.43,PULA,2/19/2025
1670,2025 Feb flooding,Houseowners Combined,9950.50,PULA,2/19/2025
1671,2025 Feb flooding,Houseowners Combined,8404.24,PULA,2/19/2025
1672,2025 Feb flooding,Houseowners Combined,2109.29,PULA,2/19/2025
1673,2025 Feb flooding,Houseowners Combined,8282.00,PULA,2/19/2025
1674,2025 Feb flooding,Houseowners Combined,57636.00,PULA,2/20/2025
1677,2025 Feb flooding,Houseowners Combined,68610.00,PULA,2/20/2025
1678,2025 Feb flooding,Houseowners Combined,6728.29,PULA,2/19/2025
1679,2025 Feb flooding,Houseowners Combined,36034.19,PULA,2/20/2025
1680,2025 Feb flooding,Houseowners Combined,450000.00,PULA,2/20/2025
1681,2025 Feb flooding,Houseowners Combined,19764.10,PULA,2/19/2025
1684,2025 Feb flooding,Houseowners Combined,450000.00,PULA,2/19/2025
1686,2025 Feb flooding,Houseowners Combined,56860.00,PULA,2/19/2025
1688,2025 Feb flooding,Houseowners Combined,30812.39,PULA,2/19/2025
1689,2025 Feb flooding,Houseowners Combined,22510.00,PULA,2/20/2025
1690,2025 Feb flooding,Houseowners Combined,30888.15,PULA,2/20/2025
1691,2025 Feb flooding,Houseowners Combined,21540.00,PULA,2/19/2025
1692,2025 Feb flooding,Houseowners Combined,3500.00,PULA,2/20/2025
1693,2025 Feb flooding,Houseowners Combined,68284.95,PULA,2/19/2025
1695,2025 Feb flooding,Houseowners Combined,101645.00,PULA,2/21/2025
1696,2025 Feb flooding,Houseowners Combined,15892.70,PULA,2/20/2025
1697,2025 Feb flooding,Houseowners Combined,97767.01,PULA,2/19/2025
1698,2025 Feb flooding,Houseowners Combined,15611.00,PULA,2/19/2025
1699,2025 Feb flooding,Houseowners Combined,450000.00,PULA,2/19/2025
1700,2025 Feb flooding,Houseowners Combined,32541.00,PULA,2/20/2025
1701,2025 Feb flooding,Houseowners Combined,26570.20,PULA,2/20/2025
1702,2025 Feb flooding,Houseowners Combined,32496.00,PULA,2/19/2025
1703,2025 Feb flooding,Houseowners Combined,14802.96,PULA,2/19/2025
1704,2025 Feb flooding,Houseowners Combined,88967.40,PULA,2/20/2025
1705,2025 Feb flooding,Houseowners Combined,37677.21,PULA,2/20/2025
1706,2025 Feb flooding,Houseowners Combined,34887.00,PULA,2/20/2025
1707,2025 Feb flooding,Houseowners Combined,500000.00,PULA,2/19/2025
1708,2025 Feb flooding,Houseowners Combined,10920.00,PULA,2/19/2025
1709,2025 Feb flooding,Houseowners Combined,34961.00,PULA,2/19/2025
1711,2025 Feb flooding,Houseowners Combined,6465.25,PULA,2/19/2025
1712,2025 Feb flooding,Houseowners Combined,4805.10,PULA,2/19/2025
1714,2025 Feb flooding,Houseowners Combined,10819.00,PULA,2/20/2025
1715,2025 Feb flooding,Houseowners Combined,34623.00,PULA,2/20/2025
1716,2025 Feb flooding,Houseowners Combined,15116.00,PULA,2/20/2025
1717,2025 Feb flooding,Houseowners Combined,34422.50,PULA,2/20/2025
1719,2025 Feb flooding,Houseowners Combined,39098.00,PULA,2/20/2025
1720,2025 Feb flooding,Houseowners Combined,11805.84,PULA,2/19/2025
1721,2025 Feb flooding,Houseowners Combined,31642.90,PULA,2/19/2025
1723,2025 Feb flooding,Houseowners Combined,33303.24,PULA,2/19/2025
1724,2025 Feb flooding,Houseowners Combined,59172.00,PULA,2/19/2025
1725,2025 Feb flooding,Houseowners Combined,12191.82,PULA,2/20/2025
1726,2025 Feb flooding,Houseowners Combined,19618.00,PULA,2/19/2025
1727,2025 Feb flooding,Houseowners Combined,92864.50,PULA,2/19/2025
1728,2025 Feb flooding,Houseowners Combined,4537.20,PULA,2/19/2025
1729,2025 Feb flooding,Houseowners Combined,2852.55,PULA,2/20/2025
1730,2025 Feb flooding,Houseowners Combined,26900.00,PULA,2/19/2025
1731,2025 Feb flooding,Houseowners Combined,10933.00,PULA,2/19/2025
1732,2025 Feb flooding,Houseowners Combined,48082.00,PULA,2/19/2025
1733,2025 Feb flooding,Houseowners Combined,9145.00,PULA,2/19/2025
1734,2025 Feb flooding,Houseowners Combined,13335.00,PULA,2/20/2025
1735,2025 Feb flooding,Houseowners Combined,5900.00,PULA,2/20/2025
1736,2025 Feb flooding,Houseowners Combined,173690.40,PULA,2/19/2025
1737,2025 Feb flooding,Houseowners Combined,70390.84,PULA,2/20/2025
1738,2025 Feb flooding,Houseowners Combined,31932.00,PULA,2/20/2025
1739,2025 Feb flooding,Houseowners Combined,33489.00,PULA,2/19/2025
1740,2025 Feb flooding,Houseowners Combined,35628.00,PULA,2/19/2025
1741,2025 Feb flooding,Houseowners Combined,8963.00,PULA,2/19/2025
1743,2025 Feb flooding,Houseowners Combined,5000.00,PULA,2/19/2025
1744,2025 Feb flooding,Houseowners Combined,6480.00,PULA,2/19/2025
1745,2025 Feb flooding,Houseowners Combined,63078.00,PULA,2/21/2025
1746,2025 Feb flooding,Houseowners Combined,13605.00,PULA,2/19/2025
1747,2025 Feb flooding,Houseowners Combined,67083.00,PULA,2/21/2025
1748,2025 Feb flooding,Houseowners Combined,3000.00,PULA,2/19/2025
1749,2025 Feb flooding,Houseowners Combined,2641.00,PULA,2/20/2025
1750,2025 Feb flooding,Houseowners Combined,24980.00,PULA,2/19/2025
1751,2025 Feb flooding,Houseowners Combined,11558.00,PULA,2/19/2025
1752,2025 Feb flooding,Houseowners Combined,85972.00,PULA,2/19/2025
1753,2025 Feb flooding,Houseowners Combined,29800.00,PULA,2/20/2025
1754,2025 Feb flooding,Houseowners Combined,10994.60,PULA,2/19/2025
1755,2025 Feb flooding,Houseowners Combined,17113.40,PULA,2/19/2025
1756,2025 Feb flooding,Houseowners Combined,42856.00,PULA,2/19/2025
1758,2025 Feb flooding,Houseowners Combined,141711.68,PULA,2/20/2025
1759,2025 Feb flooding,Houseowners Combined,1653.26,PULA,2/19/2025
1760,2025 Feb flooding,Houseowners Combined,13959.16,PULA,2/19/2025
1761,2025 Feb flooding,Houseowners Combined,46822.00,PULA,2/19/2025
1762,2025 Feb flooding,Houseowners Combined,17025.01,PULA,2/19/2025
1763,2025 Feb flooding,Houseowners Combined,141221.00,PULA,2/20/2025
1764,2025 Feb flooding,Houseowners Combined,21665.00,PULA,2/19/2025
1765,2025 Feb flooding,Houseowners Combined,17838.40,PULA,2/19/2025
1768,2025 Feb flooding,Houseowners Combined,243609.35,PULA,2/19/2025
1769,2025 Feb flooding,Houseowners Combined,187088.00,PULA,2/19/2025
1770,2025 Feb flooding,Houseowners Combined,9228.55,PULA,2/21/2025
1771,2025 Feb flooding,Houseowners Combined,11868.00,PULA,2/19/2025
1772,2025 Feb flooding,Houseowners Combined,30061.00,PULA,2/19/2025
1773,2025 Feb flooding,Houseowners Combined,34547.40,PULA,2/19/2025
1774,2025 Feb flooding,Houseowners Combined,22549.00,PULA,2/19/2025
1775,2025 Feb flooding,Houseowners Combined,25299.62,PULA,2/19/2025
1776,2025 Feb flooding,Houseowners Combined,13161.49,PULA,2/20/2025
1777,2025 Feb flooding,Houseowners Combined,7979.05,PULA,2/19/2025
1766,2025 Feb flooding,Fire Classes,9328.31,PULA,2/19/2025
1767,2025 Feb flooding,Fire Classes,25000.00,PULA,2/19/2025
1757,2025 Feb flooding,Fire Classes,81985.03,PULA,2/19/2025
1722,2025 Feb flooding,Fire Classes,321153.00,PULA,2/19/2025
1687,2025 Feb flooding,Fire Classes,5590.05,PULA,2/19/2025
1251,2025 Feb flooding,Fire Classes,178974.12,PULA,2/21/2025
1270,2025 Feb flooding,Fire Classes,350000.00,PULA,2/20/2025
1274,2025 Feb flooding,Fire Classes,15358.16,PULA,2/19/2025
1282,2025 Feb flooding,Fire Classes,14207.26,PULA,2/19/2025
1288,2025 Feb flooding,Fire Classes,2484764.94,PULA,2/19/2025
1291,2025 Feb flooding,Fire Classes,252000.58,PULA,2/19/2025
1295,2025 Feb flooding,Fire Classes,1869743.49,PULA,2/19/2025
1297,2025 Feb flooding,Fire Classes,20000.00,PULA,2/19/2025
1298,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1299,2025 Feb flooding,Fire Classes,4065471.99,PULA,2/19/2025
1300,2025 Feb flooding,Fire Classes,60000.00,PULA,2/19/2025
1307,2025 Feb flooding,Fire Classes,147812.40,PULA,2/19/2025
1314,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1317,2025 Feb flooding,Fire Classes,146679.32,PULA,2/19/2025
1328,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1329,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1333,2025 Feb flooding,Fire Classes,4617.00,PULA,2/19/2025
1336,2025 Feb flooding,Fire Classes,388128.51,PULA,2/19/2025
1347,2025 Feb flooding,Fire Classes,32403.40,PULA,2/19/2025
1350,2025 Feb flooding,Fire Classes,8900.00,PULA,2/19/2025
1354,2025 Feb flooding,Fire Classes,264950.00,PULA,2/19/2025
1363,2025 Feb flooding,Fire Classes,90005.00,PULA,2/19/2025
1366,2025 Feb flooding,Fire Classes,116673.59,PULA,2/19/2025
1368,2025 Feb flooding,Fire Classes,13771.20,PULA,2/19/2025
1370,2025 Feb flooding,Fire Classes,841944.43,PULA,2/19/2025
1376,2025 Feb flooding,Fire Classes,3377.50,PULA,2/20/2025
1413,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1426,2025 Feb flooding,Fire Classes,42762.00,PULA,2/20/2025
1430,2025 Feb flooding,Fire Classes,10591.00,PULA,2/21/2025
1436,2025 Feb flooding,Fire Classes,26895.00,PULA,2/21/2025
1441,2025 Feb flooding,Fire Classes,1546965.94,PULA,2/19/2025
1444,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1445,2025 Feb flooding,Fire Classes,350000.00,PULA,2/19/2025
1446,2025 Feb flooding,Fire Classes,1635508.80,PULA,2/19/2025
1464,2025 Feb flooding,Fire Classes,260000.00,PULA,2/19/2025
1465,2025 Feb flooding,Fire Classes,19786.45,PULA,2/21/2025
1467,2025 Feb flooding,Fire Classes,83770.25,PULA,2/20/2025
1477,2025 Feb flooding,Fire Classes,65005.00,PULA,2/19/2025
1483,2025 Feb flooding,Fire Classes,24913.00,PULA,2/20/2025
1493,2025 Feb flooding,Fire Classes,50193.00,PULA,2/19/2025
1496,2025 Feb flooding,Fire Classes,4813.55,PULA,2/19/2025
1531,2025 Feb flooding,Fire Classes,56556.00,PULA,2/19/2025
1551,2025 Feb flooding,Fire Classes,6119.00,PULA,2/19/2025
1554,2025 Feb flooding,Fire Classes,50005.00,PULA,2/19/2025
1580,2025 Feb flooding,Fire Classes,450000.00,PULA,2/19/2025
1601,2025 Feb flooding,Fire Classes,9367.00,PULA,2/19/2025
1604,2025 Feb flooding,Fire Classes,76650.00,PULA,2/19/2025
1611,2025 Feb flooding,Fire Classes,16655.00,PULA,2/19/2025
1617,2025 Feb flooding,Fire Classes,44000.00,PULA,2/19/2025
1618,2025 Feb flooding,Fire Classes,9390.00,PULA,2/20/2025
1632,2025 Feb flooding,Fire Classes,25000.00,PULA,2/19/2025
1661,2025 Feb flooding,Fire Classes,50492.00,PULA,2/20/2025
1664,2025 Feb flooding,Fire Classes,16233.00,PULA,2/19/2025
1669,2025 Feb flooding,Fire Classes,51894.00,PULA,2/20/2025
1675,2025 Feb flooding,Fire Classes,12850.00,PULA,2/19/2025
1683,2025 Feb flooding,Fire Classes,90074.06,PULA,2/19/2025
1685,2025 Feb flooding,Fire Classes,104474.00,PULA,2/19/2025
1266,2025 Feb flooding,Accident Classes,200122.48,PULA,2/20/2025
1267,2025 Feb flooding,Accident Classes,19250.00,PULA,2/19/2025
1742,2025 Feb flooding,Accident Classes,175500.00,PULA,2/19/2025
1620,2025 Feb flooding,Accident Classes,15139.86,PULA,2/20/2025
1278,2025 Feb flooding,House Contents,294173.71,PULA,2/20/2025
1694,2025 Feb flooding,House Contents,93722.40,PULA,2/19/2025
1713,2025 Feb flooding,House Contents,63817.00,PULA,2/19/2025
1626,2025 Feb flooding,House Contents,26932.00,PULA,2/19/2025
1647,2025 Feb flooding,Motor Scheme,450000.00,PULA,2/19/2025
1633,2025 Feb flooding,Motor Scheme,4572.63,PULA,2/19/2025
1718,2025 Feb flooding,Motor Scheme,46427.86,PULA,2/19/2025
1658,2025 Feb flooding,Private Motor,605389.68,PULA,2/19/2025
1710,2025 Feb flooding,Private Motor,19528.91,PULA,2/19/2025
1642,2025 Feb flooding,Private Motor,257324.22,PULA,2/19/2025
1597,2025 Feb flooding,Private Motor,70069.37,PULA,2/19/2025
1682,2025 Feb flooding,Motor Specified Individual,204465.80,PULA,2/21/2025
1276,2025 Feb flooding,Motor Credit Shortfall,23274.89,PULA,2/19/2025
1615,2025 Feb flooding,Motor Specified Individual,450000.00,PULA,2/19/2025
1657,2025 Feb flooding,Motor Specified Individual,157363.78,PULA,2/20/2025
1616,2025 Feb flooding,Mogwebi Commercial,33790.00,PULA,2/19/2025
1607,2025 Feb flooding,Mogwebi Commercial,450000.00,PULA,2/19/2025
1676,2025 Feb flooding,Assets All Risks,1050000.00,PULA,2/19/2025
1588,2025 Feb flooding,Assets All Risks,450000.00,PULA,2/20/2025
