ClaimNum,CatastropheCode,RiskDescription,loss_amount,CurrencyDesc,LossDate,Year,Annual_mean_max_C,Annual_total_mm,temp_std,rain_std,SSI
1418.0,2025 Feb flooding,Houseowners Combined,34167.38,PULA,2025-02-20,2025,26.8,853.1,-2.0746970907783893,2.267876005967521,-1.671286548372955
1419.0,2025 Feb flooding,Houseowners Combined,48253.33,PULA,2025-02-19,2025,29.9,284.0,1.7448123043136323,-0.975405633168979,1.8601089687413057
1420.0,2025 Feb flooding,Houseowners Combined,42606.3,PULA,2025-02-19,2025,27.8,639.6,-0.8425972859099945,1.051146731752721,-0.44687200883135775
1421.0,2025 Feb flooding,Houseowners Combined,22492.0,PULA,2025-02-19,2025,28.1,284.1,-0.4729673444494751,-0.9748357365534216,0.7509341960519732
1422.0,2025 Feb flooding,Houseowners Combined,6400.0,PULA,2025-02-21,2025,26.8,853.1,-2.0746970907783893,2.267876005967521,-1.671286548372955
1423.0,2025 Feb flooding,Houseowners Combined,42945.31,PULA,2025-02-19,2025,27.8,639.6,-0.8425972859099945,1.051146731752721,-0.44687200883135775
1424.0,2025 Feb flooding,Houseowners Combined,115852.0,PULA,2025-02-19,2025,27.8,567.0,-0.8425972859099945,0.6374017888581331,-0.23999953738406382
1425.0,2025 Feb flooding,Houseowners Combined,41721.8,PULA,2025-02-19,2025,29.1,357.3,0.7591324604189199,-0.5576714139654902,1.1584019371922052
1427.0,2025 Feb flooding,Houseowners Combined,11953.1,PULA,2025-02-21,2025,28.6,366.7,0.14308255798472239,-0.5041011321031057,0.823591845043914
1428.0,2025 Feb flooding,House Contents,4300.08,PULA,2025-02-19,2025,28.3,488.7,-0.22654738347579698,0.1911727388767801,0.2911399388237115
1429.0,2025 Feb flooding,Houseowners Combined,37109.5,PULA,2025-02-19,2025,28.1,600.1,-0.4729673444494751,0.826037568607594,-0.14950245652853456
1431.0,2025 Feb flooding,Houseowners Combined,36424.61,PULA,2025-02-19,2025,29.9,414.7,1.7448123043136323,-0.23055075663560964,1.487681530474621
1432.0,2025 Feb flooding,Contractors All Risks,5908.95,PULA,2025-02-21,2025,29.9,414.7,1.7448123043136323,-0.23055075663560964,1.487681530474621
1433.0,2025 Feb flooding,Houseowners Combined,14855.4,PULA,2025-02-19,2025,28.6,540.7,0.14308255798472239,0.4875189789665678,0.32778178950907727
1434.0,2025 Feb flooding,Houseowners Combined,9677.2,PULA,2025-02-19,2025,28.2,488.3,-0.34975736396263823,0.1888931524145511,0.23067474181140535
1435.0,2025 Feb flooding,Houseowners Combined,28148.8,PULA,2025-02-19,2025,29.2,454.7,0.8823424409057568,-0.002592110412696265,0.9424672756592265
1437.0,2025 Feb flooding,Motor Specified Individual,16087.5,PULA,2025-02-19,2025,27.9,636.8,-0.7193873054231575,1.0351896265171168,-0.37728846597013715
1438.0,2025 Feb flooding,Houseowners Combined,29117.52,PULA,2025-02-19,2025,29.1,357.3,0.7591324604189199,-0.5576714139654902,1.1584019371922052
1439.0,2025 Feb flooding,Houseowners Combined,46598.22,PULA,2025-02-20,2025,27.8,567.0,-0.8425972859099945,0.6374017888581331,-0.23999953738406382
1440.0,2025 Feb flooding,Private Motor,11700.0,PULA,2025-02-19,2025,29.1,180.3,0.7591324604189199,-1.566388423501882,1.662760441960401
